Caller Type,Caller Type Words,Caller Tag,Caller Tag Words,Caller Method,Caller Method Words,Caller Super Types,Calling Super Types Words,Called  Type,Called Type Words,Called  Tagged Type,Called Tagged Type Words,Called Method,Called Method Words
comp533.SlaveImpl,slave:impl,@SlaveClass,slave:class,partitionMap,partition:map,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class,comp533.factory.Partitioner,partitioner,@PartitionerClass,partitioner:class,getPartition,get:partition
comp533.SlaveImpl,slave:impl,@SlaveClass,slave:class,partitionMap,partition:map,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class,$var,none,var,none,getKey,get:key
comp533.SlaveImpl,slave:impl,@SlaveClass,slave:class,partitionMap,partition:map,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class,$var,none,var,none,getValue,get:value
comp533.SlaveImpl,slave:impl,@SlaveClass,slave:class,partitionMap,partition:map,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class,comp533.mvc.Model,model,@ModelClass,model:class,getNumThreads,get:num:threads
comp533.SlaveImpl,slave:impl,@SlaveClass,slave:class,partitionMap,partition:map,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class,java.util.List,list,java.util.List,list,get,get
comp533.SlaveImpl,slave:impl,@SlaveClass,slave:class,partitionMap,partition:map,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class,java.util.List,list,java.util.List,list,add,add
comp533.SlaveImpl,slave:impl,@SlaveClass,slave:class,partitionMap,partition:map,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class,$var,none,var,none,getKey,get:key
comp533.SlaveImpl,slave:impl,@SlaveClass,slave:class,partitionMap,partition:map,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class,$var,none,var,none,getValue,get:value
comp533.SlaveImpl,slave:impl,@SlaveClass,slave:class,partitionMap,partition:map,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class,comp533.mvc.Model,model,@ModelClass,model:class,barrier,barrier
comp533.SlaveImpl,slave:impl,@SlaveClass,slave:class,partitionMap,partition:map,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class,comp533.mvc.Model,model,@ModelClass,model:class,getBarrier,get:barrier
comp533.SlaveImpl,slave:impl,@SlaveClass,slave:class,partitionMap,partition:map,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class,gradingTools.comp533s19.assignment0.AMapReduceTracer,a:map:reduce:tracer,gradingTools.comp533s19.assignment0.AMapReduceTracer,a:map:reduce:tracer,traceSplitAfterBarrier,trace:split:after:barrier
comp533.SlaveImpl,slave:impl,@SlaveClass,slave:class,partitionMap,partition:map,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class,java.util.List,list,java.util.List,list,get,get
comp533.SlaveImpl,slave:impl,@SlaveClass,slave:class,partitionMap,partition:map,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class,comp533.SlaveImpl,slave:impl,@SlaveClass,slave:class,reduceThisPartition,reduce:this:partition
comp533.SlaveImpl,slave:impl,@SlaveClass,slave:class,reduceThisPartition,reduce:this:partition,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class,comp533.mvc.Model,model,@ModelClass,model:class,get,get
comp533.SlaveImpl,slave:impl,@SlaveClass,slave:class,reduceThisPartition,reduce:this:partition,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class,comp533.mvc.Model,model,@ModelClass,model:class,getReductionQueueList,get:reduction:queue:list
comp533.SlaveImpl,slave:impl,@SlaveClass,slave:class,reduceThisPartition,reduce:this:partition,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class,comp533.factory.Reducer,reducer,@ReducerClass,reducer:class,reduce,reduce
comp533.SlaveImpl,slave:impl,@SlaveClass,slave:class,reduceThisPartition,reduce:this:partition,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class,java.util.List,list,java.util.List,list,clear,clear
comp533.SlaveImpl,slave:impl,@SlaveClass,slave:class,reduceThisPartition,reduce:this:partition,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class,java.util.Map,map,java.util.Map,map,entrySet,entry:set
comp533.SlaveImpl,slave:impl,@SlaveClass,slave:class,reduceThisPartition,reduce:this:partition,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class,java.util.List,list,java.util.List,list,add,add
comp533.SlaveImpl,slave:impl,@SlaveClass,slave:class,reduceThisPartition,reduce:this:partition,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class,$var,none,var,none,getKey,get:key
comp533.SlaveImpl,slave:impl,@SlaveClass,slave:class,reduceThisPartition,reduce:this:partition,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class,$var,none,var,none,getValue,get:value
comp533.SlaveImpl,slave:impl,@SlaveClass,slave:class,reduceThisPartition,reduce:this:partition,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class,comp533.SlaveImpl,slave:impl,@SlaveClass,slave:class,finished,finished
comp533.SlaveImpl,slave:impl,@SlaveClass,slave:class,reduceThisPartition,reduce:this:partition,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class,comp533.mvc.Model,model,@ModelClass,model:class,getJoiner,get:joiner
comp533.SlaveImpl,slave:impl,@SlaveClass,slave:class,notifySlave,notify:slave,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class,gradingTools.comp533s19.assignment0.AMapReduceTracer,a:map:reduce:tracer,gradingTools.comp533s19.assignment0.AMapReduceTracer,a:map:reduce:tracer,traceNotify,trace:notify
comp533.SlaveImpl,slave:impl,@SlaveClass,slave:class,notifySlave,notify:slave,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class,java.lang.Object,object,java.lang.Object,object,notify,notify
comp533.mvc.ModelImpl,model:impl,@ModelClass,model:class,setInputString,set:input:string,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class,java.beans.PropertyChangeSupport,property:change:support,java.beans.PropertyChangeSupport,property:change:support,firePropertyChange,fire:property:change
comp533.mvc.ModelImpl,model:impl,@ModelClass,model:class,setInputString,set:input:string,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class,java.util.concurrent.BlockingQueue,blocking:queue,java.util.concurrent.BlockingQueue,blocking:queue,clear,clear
comp533.mvc.ModelImpl,model:impl,@ModelClass,model:class,setInputString,set:input:string,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class,java.util.Map,map,java.util.Map,map,clear,clear
comp533.mvc.ModelImpl,model:impl,@ModelClass,model:class,setInputString,set:input:string,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class,java.util.List,list,java.util.List,list,clear,clear
comp533.mvc.ModelImpl,model:impl,@ModelClass,model:class,setInputString,set:input:string,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class,comp533.factory.BarrierImpl,barrier:impl,@BarrierClass,barrier:class,BarrierImpl,barrier:impl
comp533.mvc.ModelImpl,model:impl,@ModelClass,model:class,setInputString,set:input:string,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class,gradingTools.comp533s19.assignment0.AMapReduceTracer,a:map:reduce:tracer,gradingTools.comp533s19.assignment0.AMapReduceTracer,a:map:reduce:tracer,traceBarrierCreated,trace:barrier:created
comp533.mvc.ModelImpl,model:impl,@ModelClass,model:class,setInputString,set:input:string,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class,comp533.factory.JoinerImpl,joiner:impl,@JoinerClass,joiner:class,JoinerImpl,joiner:impl
comp533.mvc.ModelImpl,model:impl,@ModelClass,model:class,setInputString,set:input:string,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class,gradingTools.comp533s19.assignment0.AMapReduceTracer,a:map:reduce:tracer,gradingTools.comp533s19.assignment0.AMapReduceTracer,a:map:reduce:tracer,traceJoinerCreated,trace:joiner:created
comp533.mvc.ModelImpl,model:impl,@ModelClass,model:class,setInputString,set:input:string,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class,java.util.List,list,java.util.List,list,size,size
comp533.mvc.ModelImpl,model:impl,@ModelClass,model:class,setInputString,set:input:string,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class,java.util.List,list,java.util.List,list,notifySlave,notify:slave
comp533.mvc.ModelImpl,model:impl,@ModelClass,model:class,setInputString,set:input:string,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class,java.util.List,list,java.util.List,list,get,get
comp533.mvc.ModelImpl,model:impl,@ModelClass,model:class,setInputString,set:input:string,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class,comp533.mvc.ModelImpl,model:impl,@ModelClass,model:class,tokenize,none
comp533.mvc.ModelImpl,model:impl,@ModelClass,model:class,setInputString,set:input:string,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class,java.beans.PropertyChangeSupport,property:change:support,java.beans.PropertyChangeSupport,property:change:support,firePropertyChange,fire:property:change
comp533.mvc.ModelImpl,model:impl,@ModelClass,model:class,tokenize,none,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class,java.util.Map,map,java.util.Map,map,clear,clear
comp533.mvc.ModelImpl,model:impl,@ModelClass,model:class,tokenize,none,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class,String,string,java.lang.String,string,split,split
comp533.mvc.ModelImpl,model:impl,@ModelClass,model:class,tokenize,none,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class,java.util.Arrays,arrays,java.util.Arrays,arrays,asList,as:list
comp533.mvc.ModelImpl,model:impl,@ModelClass,model:class,tokenize,none,MapReduceConfiguration:AMapReduceTracer:@JoinerClass:AMapReduceTracer:@ControllerClass:AMapReduceTracer:@ViewClass:PropertyChangeListener:EventListener:AMapReduceTracer:@PartitionerClass:AMapReduceTracer:@SlaveClass:Runnable:AMapReduceTracer:@ModelClass,map:reduce:configuration:a:map:reduce:tracer:joiner:class:a:map:reduce:tracer:controller:class:a:map:reduce:tracer:view:class:property:change:listener:event:listener:a:map:reduce:tracer:partitioner:class:a:map:reduce:tracer:slave:class:a:map:reduce:tracer:model:class,comp533.factory.Mapper,mapper,@IntSummingMapperClass+@TokenCountingMapperClass,int:summing:mapper:class:token:counting:mapper:class,map,map
